ID	logFC	Gene.symbol	Gene.title
209357_at	0.92323977	CITED2	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2
209297_at	13.657.384	ITSN1	intersectin 1
212533_at	-0.83542756	WEE1	WEE1 G2 checkpoint kinase
212915_at	0.92939935	PDZRN3	PDZ domain containing ring finger 3
208790_s_at	0.97206116	PTRF	polymerase I and transcript release factor
201012_at	0.76320181	ANXA1	annexin A1
209209_s_at	124.395.863	FERMT2	fermitin family member 2
213175_s_at	-135.906.866	SNRPB	small nuclear ribonucleoprotein polypeptides B and B1
219576_at	0.96518969	MAP7D3	MAP7 domain containing 3
212551_at	0.74882306	CAP2	CAP, adenylate cyclase-associated protein, 2 (yeast)
209656_s_at	0.72465372	TMEM47	transmembrane protein 47
205339_at	-0.60917264	STIL	SCL/TAL1 interrupting locus
204422_s_at	14.165.269	FGF2	fibroblast growth factor 2
202539_s_at	-115.686.578	HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase
213675_at	0.6013	PARVA	parvin alpha
204482_at	119.404.668	CLDN5	claudin 5
206069_s_at	0.66025692	ACADL	acyl-CoA dehydrogenase, long chain
205560_at	100.916.263	PCSK5	proprotein convertase subtilisin/kexin type 5
204162_at	-127.515.276	NDC80	NDC80, kinetochore complex component
203213_at	-104.344.087	CDK1	cyclin dependent kinase 1
204955_at	0.64487301	SRPX	sushi repeat containing protein, X-linked
206262_at	0.97061691	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide
219433_at	-134.536.223	BCOR	BCL6 corepressor
212457_at	107.418.867	TFE3	transcription factor binding to IGHM enhancer 3
207761_s_at	0.72540916	METTL7A	methyltransferase like 7A
204798_at	-102.815.762	MYB	MYB proto-oncogene, transcription factor
204589_at	0.89435867	NUAK1	NUAK family kinase 1
208581_x_at	0.65904085	MT1X	metallothionein 1X
53991_at	0.73949903	DENND2A	DENN domain containing 2A
204115_at	127.482.601	GNG11	G protein subunit gamma 11
219028_at	120.543.698	HIPK2	homeodomain interacting protein kinase 2
219549_s_at	0.75807911	RTN3	reticulon 3
221479_s_at	0.65950302	BNIP3L	BCL2 interacting protein 3 like
216321_s_at	0.87231091	NR3C1	nuclear receptor subfamily 3 group C member 1
215768_at	0.70849161		
205404_at	0.85849388	HSD11B1	hydroxysteroid 11-beta dehydrogenase 1
203669_s_at	0.85462545	DGAT1	diacylglycerol O-acyltransferase 1
209122_at	0.70070331	PLIN2	perilipin 2
216095_x_at	-0.89377975	MTMR1	myotubularin related protein 1
221671_x_at	-100.495.166	IGK///IGKC	immunoglobulin kappa locus///immunoglobulin kappa constant
201105_at	10.917.964	LGALS1	galectin 1
213756_s_at	0.89951285	HSF1	heat shock transcription factor 1
218313_s_at	-0.88480436	GALNT7	polypeptide N-acetylgalactosaminyltransferase 7
219778_at	0.87631826	ZFPM2	zinc finger protein, FOG family member 2
205792_at	0.94593328	WISP2	WNT1 inducible signaling pathway protein 2
212993_at	113.921.134	NACC2	NACC family member 2
207621_s_at	116.922.109	PEMT	phosphatidylethanolamine N-methyltransferase
208051_s_at	-0.5924074	PAIP1	poly(A) binding protein interacting protein 1
202376_at	-0.80633208	SERPINA3	serpin family A member 3
218574_s_at	0.53799231	LMCD1	LIM and cysteine rich domains 1
215121_x_at	-137.363.769	CYAT1///IGLV1-44///IGLC1	immunoglobulin lambda light chain-like///immunoglobulin lambda variable 1-44///immunoglobulin lambda constant 1
220975_s_at	0.55287911	C1QTNF1	C1q and tumor necrosis factor related protein 1
201493_s_at	-0.81354468	PUM2	pumilio RNA binding family member 2
205158_at	129.005.077	RNASE4	ribonuclease A family member 4
214614_at	-129.061.246	MNX1	motor neuron and pancreas homeobox 1
219230_at	0.68053855	TMEM100	transmembrane protein 100
201968_s_at	0.82126549	PGM1	phosphoglucomutase 1
203740_at	-0.82324854	MPHOSPH6	M-phase phosphoprotein 6
219913_s_at	-108.186.259	CRNKL1	crooked neck pre-mRNA splicing factor 1
205883_at	0.63633527	ZBTB16	zinc finger and BTB domain containing 16
205890_s_at	-105.692.991	UBD///GABBR1	ubiquitin D///gamma-aminobutyric acid type B receptor subunit 1
218976_at	-0.97117994	DNAJC12	DnaJ heat shock protein family (Hsp40) member C12
221589_s_at	0.74812498	ALDH6A1	aldehyde dehydrogenase 6 family member A1
206702_at	0.82347617	TEK	TEK receptor tyrosine kinase
209184_s_at	0.66984442	IRS2	insulin receptor substrate 2
207121_s_at	-0.93541561	MAPK6	mitogen-activated protein kinase 6
204058_at	0.78355262	ME1	malic enzyme 1
212111_at	0.72624971	STX12	syntaxin 12
204170_s_at	-0.85605312	CKS2	CDC28 protein kinase regulatory subunit 2
202551_s_at	124.407.761	LOC101929500///CRIM1	uncharacterized LOC101929500///cysteine rich transmembrane BMP regulator 1
209541_at	0.74125893	IGF1	insulin like growth factor 1
45288_at	0.8414866	ABHD6	abhydrolase domain containing 6
219569_s_at	0.6025369	SLC35G2	solute carrier family 35 member G2
221651_x_at	-0.97896696	IGK///IGKC	immunoglobulin kappa locus///immunoglobulin kappa constant
208858_s_at	0.71364967	ESYT1	extended synaptotagmin 1
221795_at	102.835.752	NTRK2	neurotrophic receptor tyrosine kinase 2
212667_at	0.83417632	SPARC	secreted protein acidic and cysteine rich
210096_at	0.9303289	CYP4B1	cytochrome P450 family 4 subfamily B member 1
220926_s_at	-0.837671	EDEM3	ER degradation enhancing alpha-mannosidase like protein 3
205969_at	106.885.803	AADAC	arylacetamide deacetylase
211933_s_at	-0.70908781	HNRNPA3///HNRNPA3P1	heterogeneous nuclear ribonucleoprotein A3///heterogeneous nuclear ribonucleoprotein A3 pseudogene 1
201150_s_at	0.92759972	TIMP3	TIMP metallopeptidase inhibitor 3
205357_s_at	0.78143327	AGTR1	angiotensin II receptor type 1
219884_at	0.92235074	LHX6	LIM homeobox 6
41644_at	0.78254676	SASH1	SAM and SH3 domain containing 1
217428_s_at	-107.750.787	COL10A1	collagen type X alpha 1 chain
204773_at	112.779.658	IL11RA	interleukin 11 receptor subunit alpha
41577_at	0.75260852	PPP1R16B	protein phosphatase 1 regulatory subunit 16B
204424_s_at	0.77877405	LMO3	LIM domain only 3
217730_at	123.818.497	MIR6513///TMBIM1	microRNA 6513///transmembrane BAX inhibitor motif containing 1
201106_at	117.063.481	GPX4	glutathione peroxidase 4
211966_at	0.7713847	COL4A2	collagen type IV alpha 2 chain
204351_at	-107.596.921	S100P	S100 calcium binding protein P
201983_s_at	104.929.703	EGFR	epidermal growth factor receptor
208022_s_at	0.89455645	CDC14B	cell division cycle 14B
201111_at	-0.57794858	CSE1L	chromosome segregation 1 like
218547_at	0.83603229	DHDDS	dehydrodolichyl diphosphate synthase subunit
212236_x_at	-0.8372853	KRT17///JUP	keratin 17///junction plakoglobin
210809_s_at	-0.65075341	POSTN	periostin
206209_s_at	0.68211965	CA4	carbonic anhydrase 4
217809_at	-0.884966	BZW2	basic leucine zipper and W2 domains 2
222162_s_at	133.735.038	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1
216336_x_at	0.48345629	MT1E	metallothionein 1E
201416_at	-0.66007345	SOX4	SRY-box 4
221521_s_at	-113.448.086	GINS2	GINS complex subunit 2
37384_at	0.69307004	PPM1F	protein phosphatase, Mg2+/Mn2+ dependent 1F
243_g_at	0.63777874	MAP4	microtubule associated protein 4
201704_at	-0.71248458	ENTPD6	ectonucleoside triphosphate diphosphohydrolase 6 (putative)
218901_at	0.74584812	PLSCR4	phospholipid scramblase 4
217200_x_at	-0.71981695	CYB561	cytochrome b561
208740_at	0.79950122	SAP18	Sin3A associated protein 18
219976_at	-0.94570388	HOOK1	hook microtubule tethering protein 1
214733_s_at	-0.7475015	YIPF1	Yip1 domain family member 1
201327_s_at	-0.72942576	CCT6A	chaperonin containing TCP1 subunit 6A
212464_s_at	-13.333.436	FN1	fibronectin 1
218773_s_at	13.801.302	MSRB2	methionine sulfoxide reductase B2
217437_s_at	103.468.491	TACC1	transforming acidic coiled-coil containing protein 1
209896_s_at	11.787.352	PTPN11	protein tyrosine phosphatase, non-receptor type 11
217853_at	112.213.232	TNS3	tensin 3
214934_at	0.96855209	ATP9B	ATPase phospholipid transporting 9B (putative)
209452_s_at	0.53252904	VTI1B	vesicle transport through interaction with t-SNAREs 1B
208944_at	0.7217668	TGFBR2	transforming growth factor beta receptor 2
204026_s_at	-0.69002618	ZWINT	ZW10 interacting kinetochore protein
202007_at	102.280.136	NID1	nidogen 1
209100_at	0.58228369	IFRD2	interferon related developmental regulator 2
211577_s_at	0.84322975	IGF1	insulin like growth factor 1
209487_at	11.641.852	RBPMS	RNA binding protein with multiple splicing
212442_s_at	-0.87244163	CERS6	ceramide synthase 6
201041_s_at	103.488.298	DUSP1	dual specificity phosphatase 1
214582_at	0.69524886	PDE3B	phosphodiesterase 3B
217865_at	11.455.414	RNF130	ring finger protein 130
209189_at	197.806.779	FOS	Fos proto-oncogene, AP-1 transcription factor subunit
202883_s_at	0.5425331	PPP2R1B	protein phosphatase 2 scaffold subunit Abeta
212646_at	0.72004603	RFTN1	raftlin, lipid raft linker 1
209146_at	-0.71654934	MSMO1	methylsterol monooxygenase 1
207578_s_at	0.62481231	HTR4	5-hydroxytryptamine receptor 4
206955_at	0.80422416	LOC101930168///LOC100509620///AQP7	putative aquaporin-7-like protein 3///putative aquaporin-7-like protein 3///aquaporin 7
213511_s_at	-0.82249645	MTMR1	myotubularin related protein 1
201010_s_at	0.69032545	TXNIP	thioredoxin interacting protein
202709_at	0.57654133	FMOD	fibromodulin
221922_at	-0.83357342	GPSM2	G-protein signaling modulator 2
202449_s_at	0.565054	RXRA	retinoid X receptor alpha
200670_at	-0.41010146	XBP1	X-box binding protein 1
208451_s_at	-106.068.415	C4B_2///C4B///C4A	complement component 4B (Chido blood group), copy 2///complement component 4B (Chido blood group)///complement component 4A (Rodgers blood group)
201762_s_at	-0.72632137	MIR7703///PSME2	microRNA 7703///proteasome activator subunit 2
217979_at	-0.53741513	TSPAN13	tetraspanin 13
201561_s_at	-0.83524005	CLSTN1	calsyntenin 1
216044_x_at	0.55142914	FAM69A	family with sequence similarity 69 member A
202956_at	-0.67011896	ARFGEF1	ADP ribosylation factor guanine nucleotide exchange factor 1
206208_at	0.83472196	CA4	carbonic anhydrase 4
207977_s_at	132.185.779	DPT	dermatopontin
214091_s_at	0.7417045	GPX3	glutathione peroxidase 3
221923_s_at	-0.63184049	NPM1	nucleophosmin
218865_at	0.73444562	Mar-01	mitochondrial amidoxime reducing component 1
36711_at	0.73843831	MAFF	MAF bZIP transcription factor F
216333_x_at	0.80861033	TNXB///TNXA	tenascin XB///tenascin XA (pseudogene)
214289_at	0.58930183	PSMB1	proteasome subunit beta 1
218078_s_at	0.64261614	ZDHHC3	zinc finger DHHC-type containing 3
220392_at	0.58210696	EBF2	early B-cell factor 2
217022_s_at	-189.224.879	IGHA2///IGHA1///IGH	immunoglobulin heavy constant alpha 2 (A2m marker)///immunoglobulin heavy constant alpha 1///immunoglobulin heavy locus
209488_s_at	0.4648284	RBPMS	RNA binding protein with multiple splicing
202481_at	0.51924884	DHRS3	dehydrogenase/reductase 3
202187_s_at	0.81129012	PPP2R5A	protein phosphatase 2 regulatory subunit B'alpha
213620_s_at	135.935.863	ICAM2	intercellular adhesion molecule 2
202260_s_at	0.89457145	STXBP1	syntaxin binding protein 1
209392_at	0.71222453	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2
202975_s_at	0.7943278	RHOBTB3	Rho related BTB domain containing 3
210831_s_at	109.859.374	PTGER3	prostaglandin E receptor 3
219392_x_at	-0.63817129	PRR11	proline rich 11
205480_s_at	0.66457707	UGP2	UDP-glucose pyrophosphorylase 2
201346_at	0.69297638	ADIPOR2	adiponectin receptor 2
212390_at	0.79722623	LOC101930416///LOC101929792///LOC100996724///PDE4DIP	myomegalin-like///uncharacterized LOC101929792///phosphodiesterase 4D interacting protein-like///phosphodiesterase 4D interacting protein
201030_x_at	0.79998702	LDHB	lactate dehydrogenase B
210381_s_at	0.55520433	CCKBR	cholecystokinin B receptor
207233_s_at	0.45039745	MITF	melanogenesis associated transcription factor
203432_at	-0.93871384	TMPO	thymopoietin
204273_at	114.976.389	EDNRB	endothelin receptor type B
216720_at	0.58683223	CYP2U1	cytochrome P450 family 2 subfamily U member 1
201706_s_at	0.81176603	PEX19	peroxisomal biogenesis factor 19
219523_s_at	0.97285187	TENM3	teneurin transmembrane protein 3
205006_s_at	0.66282436	NMT2	N-myristoyltransferase 2
211340_s_at	0.68451608	MIR6756///MCAM	microRNA 6756///melanoma cell adhesion molecule
217820_s_at	-0.50984425	ENAH	enabled homolog (Drosophila)
202546_at	-0.67443285	VAMP8	vesicle associated membrane protein 8
201291_s_at	-103.353.571	TOP2A	topoisomerase (DNA) II alpha
217776_at	-0.97563892	RDH11	retinol dehydrogenase 11 (all-trans/9-cis/11-cis)
213935_at	0.73922874	ABHD5	abhydrolase domain containing 5
48031_r_at	0.67869689	FAXDC2	fatty acid hydroxylase domain containing 2
212116_at	-0.82745099	TRIM27	tripartite motif containing 27
212640_at	0.67121454	HACD2	3-hydroxyacyl-CoA dehydratase 2
207069_s_at	0.88784366	SMAD6	SMAD family member 6
201009_s_at	0.62813655	TXNIP	thioredoxin interacting protein
208079_s_at	-100.628.559	AURKA	aurora kinase A
212446_s_at	-0.73562113	CERS6	ceramide synthase 6
204053_x_at	0.91546803	PTEN	phosphatase and tensin homolog
204415_at	-108.961.538	IFI6	interferon alpha inducible protein 6
212621_at	-0.74593193	NEMP1	nuclear envelope integral membrane protein 1
203216_s_at	-0.7459384	MYO6	myosin VI
204476_s_at	0.54043496	PC	pyruvate carboxylase
218585_s_at	-0.76168115	DTL	denticleless E3 ubiquitin protein ligase homolog
218667_at	0.49678802	PJA1	praja ring finger ubiquitin ligase 1
204735_at	0.4761329	PDE4A	phosphodiesterase 4A
201380_at	0.41310473	CRTAP	cartilage associated protein
209576_at	127.393.584	GNAI1	G protein subunit alpha i1
215017_s_at	-0.76042752	FNBP1L	formin binding protein 1 like
208869_s_at	0.63516024	GABARAPL1	GABA type A receptor associated protein like 1
201426_s_at	125.472.549	VIM	vimentin
202350_s_at	0.87012608	LOC100506558///MATN2	uncharacterized LOC100506558///matrilin 2
202375_at	-0.86170275	SEC24D	SEC24 homolog D, COPII coat complex component
206637_at	0.91405963	P2RY14	purinergic receptor P2Y14
221042_s_at	0.80059224	CLMN	calmin
202023_at	-0.95301425	EFNA1	ephrin A1
202200_s_at	-0.55602291	SRPK1	SRSF protein kinase 1
213648_at	-0.81037804	EXOSC7	exosome component 7
208682_s_at	-13.194.373	MAGED2	MAGE family member D2
218418_s_at	0.59635324	KANK2	KN motif and ankyrin repeat domains 2
202439_s_at	0.54063676	IDS	iduronate 2-sulfatase
212530_at	0.54028875	NEK7	NIMA related kinase 7
207165_at	-106.459.036	HMMR	hyaluronan mediated motility receptor
222266_at	-0.8767472		
214774_x_at	-110.270.476	TOX3	TOX high mobility group box family member 3
201058_s_at	100.705.317	MYL9	myosin light chain 9
222036_s_at	-106.481.143	MCM4	minichromosome maintenance complex component 4
213227_at	0.67935386	PGRMC2	progesterone receptor membrane component 2
212235_at	0.73067146	PLXND1	plexin D1
208782_at	0.60334497	FSTL1	follistatin like 1
210203_at	0.73365834	CNOT4	CCR4-NOT transcription complex subunit 4
201464_x_at	0.85488123	JUN	Jun proto-oncogene, AP-1 transcription factor subunit
209220_at	0.55498588	GPC3	glypican 3
202108_at	0.91704033	PEPD	peptidase D
205945_at	0.52185904	IL6R	interleukin 6 receptor
202297_s_at	-0.59803461	RER1	retention in endoplasmic reticulum sorting receptor 1
209104_s_at	-11.672.269	NHP2	NHP2 ribonucleoprotein
200758_s_at	0.52094621	NFE2L1	nuclear factor, erythroid 2 like 1
215281_x_at	100.614.657	POGZ	pogo transposable element with ZNF domain
202016_at	0.62599918	MEST	mesoderm specific transcript
205863_at	0.98206683	S100A12	S100 calcium binding protein A12
207036_x_at	0.85923778	GRIN2D	glutamate ionotropic receptor NMDA type subunit 2D
203088_at	0.51544176	FBLN5	fibulin 5
220720_x_at	-0.96575566	MZT2B	mitotic spindle organizing protein 2B
209806_at	-0.91921962	HIST1H2BK	histone cluster 1, H2bk
214280_x_at	-0.73426745	HNRNPA1	heterogeneous nuclear ribonucleoprotein A1
211719_x_at	-168.961.408	FN1	fibronectin 1
211430_s_at	-0.70655142	MIR8071-2///MIR8071-1///IGHV4-31///IGHM///IGHG2///IGHG1	microRNA 8071-2///microRNA 8071-1///immunoglobulin heavy variable 4-31///immunoglobulin heavy constant mu///immunoglobulin heavy constant gamma 2 (G2m marker)///immunoglobulin heavy constant gamma 1 (G1m marker)
209529_at	-119.377.403	PLPP2	phospholipid phosphatase 2
203608_at	0.53768998	ALDH5A1	aldehyde dehydrogenase 5 family member A1
203282_at	0.80844999	GBE1	glucan (1,4-alpha-), branching enzyme 1
205730_s_at	0.65271121	ABLIM3	actin binding LIM protein family member 3
209163_at	-0.83118225	CYB561	cytochrome b561
218176_at	-0.73845835	MAGEF1	MAGE family member F1
204070_at	-0.72993089	RARRES3	retinoic acid receptor responder 3
221973_at	-0.80806633	LOC100506123///LOC100506076	uncharacterized LOC100506123///uncharacterized LOC100506076
221796_at	0.80714351	NTRK2	neurotrophic receptor tyrosine kinase 2
203066_at	-0.66116615	CHST15	carbohydrate (N-acetylgalactosamine 4-sulfate 6-O) sulfotransferase 15
204005_s_at	-0.55353633	PAWR	pro-apoptotic WT1 regulator
201385_at	-107.833.891	DHX15	DEAH-box helicase 15
216207_x_at	-100.753.292	IGKC	immunoglobulin kappa constant
203721_s_at	-0.5834325	UTP18	UTP18, small subunit processome component
213720_s_at	-100.590.925	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4
211675_s_at	0.6583382	MDFIC	MyoD family inhibitor domain containing
212590_at	0.51214437	RRAS2	related RAS viral (r-ras) oncogene homolog 2
203920_at	0.65396088	NR1H3	nuclear receptor subfamily 1 group H member 3
219494_at	-0.74844553	RAD54B	RAD54 homolog B (S. cerevisiae)
214723_x_at	-127.056.394	ANKRD36	ankyrin repeat domain 36
204754_at	0.62646193	HLF	HLF, PAR bZIP transcription factor
216420_at	0.77185329		
204451_at	-0.65582493	FZD1	frizzled class receptor 1
209074_s_at	0.6812869	FAM107A	family with sequence similarity 107 member A
202646_s_at	0.51873781	CSDE1	cold shock domain containing E1
212328_at	122.814.728	LIMCH1	LIM and calponin homology domains 1
201074_at	-0.85499392	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin subfamily c member 1
218999_at	0.53042328	TMEM140	transmembrane protein 140
212173_at	0.75341383	AK2	adenylate kinase 2
218816_at	-0.79831095	LRRC1	leucine rich repeat containing 1
209663_s_at	0.61438796	ITGA7	integrin subunit alpha 7
215492_x_at	0.5941013	PTCRA	pre T-cell antigen receptor alpha
212262_at	0.48927221	QKI	QKI, KH domain containing RNA binding
212224_at	10.967.037	ALDH1A1	aldehyde dehydrogenase 1 family member A1
203316_s_at	-0.57399406	SNRPE	small nuclear ribonucleoprotein polypeptide E
220200_s_at	102.369.537	KMT5A	lysine methyltransferase 5A
218837_s_at	0.72059044	UBE2D4	ubiquitin conjugating enzyme E2 D4 (putative)
